89D227B655E5C82AECF13C3F540D4CF4,BA96DE419E711691B9445D6A6307C170,CMT,1,N,"2013/01/01 15:11:48","2013/01/01 15:18:10",4,382,1,-73.978165,40.757977,-73.989838,40.751171,89D227B655E5C82AECF13C3F540D4CF4,BA96DE419E711691B9445D6A6307C170,CMT,"2013/01/01 15:11:48",CSH,6.5,0,0.5,0,0,7,"604, 5th Avenue, Diamond District, Manhattan, New York County, NYC, New York, 10020, United States of America","Macy's Herald Square, West 35th Street, Koreatown, Manhattan, New York County, NYC, New York, 10001, United States of America","Diamond District",Koreatown
0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,"2013/01/06 00:18:35","2013/01/06 00:22:54",1,259,1.5,-74.006683,40.731781,-73.994499,40.75066,0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,"2013/01/06 00:18:35",CSH,6,0.5,0.5,0,0,7,"473, Hudson Street, Greenwich Village, New York County, NYC, New York, 10014, United States of America","420, 8th Avenue, Chelsea, New York County, NYC, New York, 10001, United States of America","Greenwich Village",Chelsea
0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,"2013/01/05 18:49:41","2013/01/05 18:54:23",1,282,1.1,-74.004707,40.73777,-74.009834,40.726002,0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,"2013/01/05 18:49:41",CSH,5.5,1,0.5,0,0,7,"19, 8th Avenue, Fulton Houses, New York County, NYC, New York, 10014, United States of America","336, Spring Street, Greenwich Village, New York County, NYC, New York, 10013, United States of America","Fulton Houses","Greenwich Village"
DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,"2013/01/07 23:54:15","2013/01/07 23:58:20",2,244,0.7,-73.974602,40.759945,-73.984734,40.759388,DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,"2013/01/07 23:54:15",CSH,5,0.5,0.5,0,0,6,"520 Madison Avenue, East 53rd Street, Diamond District, Manhattan, New York County, NYC, New York, 10055, United States of America","708, 7th Avenue, Diamond District, Manhattan, New York County, NYC, New York, 10036, United States of America","Diamond District","Diamond District"
DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,"2013/01/07 23:25:03","2013/01/07 23:34:24",1,560,2.1,-73.97625,40.748528,-74.002586,40.747868,DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,"2013/01/07 23:25:03",CSH,9.5,0.5,0.5,0,0,10.5,"Delecctica, 534, 3rd Avenue, Tudor City, Manhattan, New York County, NYC, New York, 10035, United States of America","450, West 24th Street, Chelsea, New York County, NYC, New York, 10011, United States of America","Tudor City",Chelsea
20D9ECB2CA0767CF7A01564DF2844A3E,598CCE5B9C1918568DEE71F43CF26CD2,CMT,1,N,"2013/01/07 15:27:48","2013/01/07 15:38:37",1,648,1.7,-73.966743,40.764252,-73.983322,40.743763,20D9ECB2CA0767CF7A01564DF2844A3E,598CCE5B9C1918568DEE71F43CF26CD2,CMT,"2013/01/07 15:27:48",CSH,9.5,0,0.5,0,0,10,"806, Lexington Avenue, Tudor City, Manhattan, New York County, NYC, New York, 10065, United States of America","100, East 29th Street, Rose Hill, New York County, NYC, New York, 10016, United States of America","Tudor City","Rose Hill"
496644932DF3932605C22C7926FF0FE0,513189AD756FF14FE670D10B92FAF04C,CMT,1,N,"2013/01/08 11:01:15","2013/01/08 11:08:14",1,418,0.8,-73.995804,40.743977,-74.007416,40.744343,496644932DF3932605C22C7926FF0FE0,513189AD756FF14FE670D10B92FAF04C,CMT,"2013/01/08 11:01:15",CSH,6,0,0.5,0,0,6.5,"202, West 23rd Street, Chelsea, New York County, NYC, New York, 10011, United States of America","97, 10th Avenue, Fulton Houses, New York County, NYC, New York, 10011, United States of America",Chelsea,"Fulton Houses"
0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,"2013/01/07 12:39:18","2013/01/07 13:10:56",3,1898,10.7,-73.989937,40.756775,-73.86525,40.77063,0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,"2013/01/07 12:39:18",CSH,34,0,0.5,0,4.8,39.3,"11 Times Square, 11, 8th Avenue, Hell's Kitchen, Manhattan, New York County, NYC, New York, 10036, United States of America","US Airways Arrivals, East Elmhurst, Linden Hill, Queens County, NYC, New York, 11369, United States of America","Hell's Kitchen","Linden Hill"
2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,1,N,"2013/01/07 18:15:47","2013/01/07 18:20:47",1,299,0.8,-73.980072,40.743137,-73.982712,40.735336,2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,"2013/01/07 18:15:47",CSH,5.5,1,0.5,0,0,7,"430, 3rd Avenue, Tudor City, Manhattan, New York County, NYC, New York, 10016, United States of America","324, 2nd Avenue, Stuyvesant Town, New York County, NYC, New York, 10003, United States of America","Tudor City","Stuyvesant Town"
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,"2013/01/07 15:33:28","2013/01/07 15:49:26",2,957,2.5,-73.977936,40.786983,-73.952919,40.80637,2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,"2013/01/07 15:33:28",CSH,13,0,0.5,0,0,13.5,"5 Napkin Burger, West 84th Street, Upper West Side, Manhattan, New York County, NYC, New York, 10024, United States of America","187, Saint Nicholas Avenue, Harlem, Manhattan, New York County, NYC, New York, 10026, United States of America","Upper West Side",Harlem
E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,1,N,"2013/01/08 13:11:52","2013/01/08 13:19:50",1,477,1.3,-73.982452,40.773167,-73.964134,40.773815,E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,"2013/01/08 13:11:52",CSH,7.5,0,0.5,0,0,8,"Avery Fisher Hall, West 65th Street, Lincoln Towers, Manhattan, New York County, NYC, New York, 10023, United States of America","954, Madison Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America","Lincoln Towers","Upper East Side"
